Date,Close/Last,Volume,Open,High,Low
11/11/2021,$75.78,393728,$77.45,$78.18,$75.47
11/10/2021,$76.60,610970,$81.16,$82.325,$76.07
11/09/2021,$81.02,476150,$83.00,$84.83,$80.65
11/08/2021,$82.51,443627,$81.83,$83.88,$81.465
11/05/2021,$80.73,701118,$81.85,$83.22,$79.645
11/04/2021,$81.55,578079,$80.025,$82.07,$77.06
11/03/2021,$80.43,1059544,$77.1509,$81.36,$76.5001
11/02/2021,$75.90,602046,$70.99,$75.97,$70.01
11/01/2021,$70.99,755146,$63.97,$71.01,$63.61
10/29/2021,$63.82,459434,$64.77,$65.37,$63.35
10/28/2021,$65.40,379971,$64.51,$65.56,$63.68
10/27/2021,$64.49,268545,$66.25,$66.4286,$64.47
10/26/2021,$66.09,512875,$66.43,$67.28,$65.32
10/25/2021,$65.85,492571,$65.78,$66.84,$65.03
10/22/2021,$66.03,396238,$66.91,$66.91,$64.9012
10/21/2021,$66.89,229541,$66.90,$67.7037,$66.65
10/20/2021,$66.75,289282,$66.81,$67.04,$65.58
10/19/2021,$67.07,272205,$66.73,$67.61,$66.18
10/18/2021,$66.14,304985,$65.92,$66.41,$65.38
10/15/2021,$66.16,559858,$67.83,$67.94,$65.41
10/14/2021,$66.83,540091,$63.99,$66.92,$63.909
10/13/2021,$63.37,369776,$63.40,$64.50,$62.36
10/12/2021,$63.27,533264,$60.48,$63.44,$59.77
10/11/2021,$60.10,347952,$59.83,$60.9105,$59.12
10/08/2021,$60.33,708788,$59.23,$60.5999,$58.7346
10/07/2021,$58.98,454415,$58.50,$60.50,$58.32
10/06/2021,$58.09,603287,$59.41,$60.32,$57.94
10/05/2021,$60.05,509992,$61.84,$62.40,$59.75
10/04/2021,$61.71,415721,$62.25,$62.255,$60.80
10/01/2021,$62.60,456871,$62.28,$62.98,$60.41
09/30/2021,$62.43,547970,$61.38,$63.55,$61.02
09/29/2021,$60.63,473874,$60.37,$61.89,$60.22
09/28/2021,$60.65,647666,$64.91,$64.91,$60.4501
09/27/2021,$65.56,534266,$65.44,$65.84,$63.91
09/24/2021,$65.37,592781,$63.96,$65.56,$63.41
09/23/2021,$64.70,508928,$62.69,$64.83,$61.89
09/22/2021,$62.75,308403,$62.47,$63.115,$61.89
09/21/2021,$62.36,326964,$62.61,$63.94,$62.1304
09/20/2021,$62.40,454917,$63.58,$64.5474,$61.965
09/17/2021,$64.93,1753927,$64.24,$65.01,$62.61
09/16/2021,$63.66,350115,$63.43,$63.8523,$62.285
09/15/2021,$63.51,472087,$62.46,$63.79,$61.87
09/14/2021,$62.52,386324,$64.64,$65.15,$62.25
09/13/2021,$64.40,483288,$63.76,$64.95,$62.25
09/10/2021,$63.99,370424,$65.50,$65.6699,$63.94
09/09/2021,$65.29,311248,$65.75,$66.68,$65.02
09/08/2021,$65.85,338430,$65.70,$66.37,$65.00
09/07/2021,$65.62,515004,$67.20,$68.84,$64.86
09/03/2021,$67.55,340284,$68.76,$69.05,$67.06
09/02/2021,$69.10,371403,$69.00,$69.65,$68.23
09/01/2021,$68.49,450377,$67.34,$68.99,$67.12
08/31/2021,$67.12,417298,$67.07,$68.16,$66.43
08/30/2021,$66.84,566991,$66.07,$68.40,$66.00
08/27/2021,$66.07,707065,$64.39,$67.93,$64.20
08/26/2021,$64.16,476768,$63.77,$65.43,$63.6748
08/25/2021,$64.13,402374,$62.60,$64.50,$62.07
08/24/2021,$62.94,375157,$62.04,$63.00,$61.26
08/23/2021,$62.15,585395,$60.90,$62.91,$60.55
08/20/2021,$59.93,491120,$58.39,$61.02,$58.13
08/19/2021,$58.38,440415,$59.30,$60.10,$58.26
08/18/2021,$59.77,306151,$60.54,$61.26,$59.25
08/17/2021,$60.67,495672,$60.09,$60.98,$58.99
08/16/2021,$60.73,402389,$60.02,$61.71,$60.02
08/13/2021,$60.52,554758,$59.82,$61.7959,$58.96
08/12/2021,$59.79,671158,$58.84,$60.27,$58.50
08/11/2021,$58.95,1338289,$61.21,$61.99,$57.92
08/10/2021,$61.21,674925,$63.62,$63.94,$60.95
08/09/2021,$62.78,954031,$65.00,$65.815,$61.7767
08/06/2021,$64.79,1177800,$66.36,$67.57,$62.50
08/05/2021,$68.05,714455,$65.94,$69.01,$65.64
08/04/2021,$66.12,608491,$66.29,$67.93,$65.824
08/03/2021,$66.75,558607,$68.18,$68.80,$66.07
08/02/2021,$68.01,528159,$69.54,$71.00,$67.95
07/30/2021,$69.29,537921,$67.83,$69.54,$67.59
07/29/2021,$68.32,629007,$69.70,$70.97,$68.02
07/28/2021,$68.37,671404,$66.31,$68.59,$65.38
07/27/2021,$65.95,485086,$66.58,$66.58,$64.07
07/26/2021,$66.73,855576,$68.20,$68.75,$66.24
07/23/2021,$68.37,408413,$67.97,$68.63,$66.56
07/22/2021,$67.92,456587,$68.25,$69.16,$66.51
07/21/2021,$68.08,536232,$67.92,$68.75,$65.9716
07/20/2021,$67.91,906275,$65.66,$68.11,$65.51
07/19/2021,$65.55,854512,$62.35,$66.15,$62.1101
07/16/2021,$63.43,516719,$63.73,$64.60,$62.26
07/15/2021,$63.15,478713,$62.56,$63.34,$61.59
07/14/2021,$62.54,741651,$63.92,$63.92,$61.69
07/13/2021,$63.41,570789,$65.01,$65.60,$63.32
07/12/2021,$65.78,492047,$67.14,$68.73,$65.64
07/09/2021,$67.14,799290,$65.81,$67.46,$64.73
07/08/2021,$65.32,923617,$62.35,$66.01,$61.505
07/07/2021,$63.73,1517462,$62.68,$64.305,$61.5319
07/06/2021,$63.07,2710089,$65.01,$67.4394,$62.19
07/02/2021,$63.13,7344481,$67.04,$69.25,$60.00
07/01/2021,$84.96,685569,$82.71,$86.01,$82.20
06/30/2021,$82.82,645984,$81.01,$84.31,$81.00
06/29/2021,$81.50,1119894,$86.00,$86.48,$81.47
06/28/2021,$86.22,776236,$89.407,$91.00,$85.93
06/25/2021,$90.32,1632883,$89.34,$90.4357,$88.30
06/24/2021,$89.51,705824,$88.69,$90.405,$88.48
06/23/2021,$88.09,1052436,$90.00,$93.66,$87.35
06/22/2021,$88.83,723267,$89.22,$89.63,$87.52
06/21/2021,$89.81,856559,$85.94,$90.60,$85.81
06/18/2021,$85.64,1264884,$85.03,$86.71,$84.51
06/17/2021,$85.98,532775,$85.44,$86.93,$84.93
06/16/2021,$85.84,623035,$86.65,$87.3625,$83.89
06/15/2021,$86.63,741755,$88.59,$89.17,$85.72
06/14/2021,$88.41,685113,$88.00,$89.77,$87.52
06/11/2021,$88.71,1568346,$86.72,$90.64,$86.40
06/10/2021,$83.72,718758,$81.70,$84.41,$80.80
06/09/2021,$81.81,779871,$81.86,$82.86,$81.10
06/08/2021,$81.09,685363,$80.71,$81.825,$78.42
06/07/2021,$80.68,882862,$76.29,$81.515,$76.19
06/04/2021,$76.14,724102,$72.93,$76.37,$72.76
06/03/2021,$72.52,848510,$72.37,$72.842,$71.03
06/02/2021,$72.24,1251106,$71.75,$72.33,$71.215
06/01/2021,$71.91,903985,$72.51,$73.51,$71.5919
05/28/2021,$72.60,961508,$73.19,$74.40,$72.36
05/27/2021,$72.77,1149509,$74.06,$74.06,$72.41
05/26/2021,$73.47,418363,$74.66,$74.66,$72.60
05/25/2021,$73.87,580990,$75.23,$76.64,$73.485
05/24/2021,$74.84,451454,$75.17,$75.2599,$74.10
05/21/2021,$74.23,370644,$75.59,$75.99,$73.82
05/20/2021,$74.74,721474,$72.11,$76.015,$71.9899
05/19/2021,$71.42,729696,$70.45,$72.3592,$70.0601
05/18/2021,$72.26,521462,$73.93,$75.255,$72.125
05/17/2021,$73.05,591174,$72.32,$73.95,$70.56
05/14/2021,$72.83,695555,$68.43,$74.1259,$68.00
05/13/2021,$67.88,688940,$69.39,$69.9053,$65.9157
05/12/2021,$68.70,636855,$68.44,$70.51,$68.22
05/11/2021,$69.81,781756,$64.15,$71.11,$63.50
05/10/2021,$66.10,817753,$65.95,$67.29,$64.42
05/07/2021,$66.38,641695,$66.71,$67.50,$65.16
05/06/2021,$65.66,915620,$65.50,$66.04,$61.91
05/05/2021,$66.47,930495,$66.06,$68.65,$65.19
05/04/2021,$66.48,836135,$68.04,$70.06,$66.13
05/03/2021,$70.24,559657,$73.00,$73.98,$70.21
04/30/2021,$72.76,926724,$75.00,$77.28,$71.97
04/29/2021,$75.76,607358,$77.12,$77.12,$73.47
04/28/2021,$75.96,721615,$74.53,$76.71,$74.52
04/27/2021,$74.52,663489,$75.00,$75.41,$73.66
04/26/2021,$74.50,653906,$72.00,$74.93,$71.59
04/23/2021,$71.59,558993,$71.58,$72.35,$70.495
04/22/2021,$70.99,712614,$69.60,$72.15,$68.42
04/21/2021,$69.03,554574,$67.84,$69.24,$66.68
04/20/2021,$68.12,466596,$66.91,$68.86,$65.43
04/19/2021,$67.00,537964,$66.49,$68.45,$65.91
04/16/2021,$67.65,636217,$68.49,$69.47,$67.23
04/15/2021,$67.98,720699,$69.65,$69.70,$66.24
04/14/2021,$67.17,648737,$64.57,$68.22,$64.45
04/13/2021,$63.93,406897,$63.65,$64.70,$62.12
04/12/2021,$62.78,493680,$62.01,$62.90,$60.52
04/09/2021,$62.15,783288,$63.20,$63.25,$61.29
04/08/2021,$63.71,399112,$64.96,$65.74,$63.40
04/07/2021,$63.39,526881,$64.79,$65.45,$63.16
04/06/2021,$65.15,414384,$66.00,$67.56,$65.03
04/05/2021,$67.22,461468,$68.41,$69.11,$65.87
04/01/2021,$67.07,530812,$67.23,$69.50,$66.41
03/31/2021,$66.31,982410,$64.50,$69.39,$64.36
03/30/2021,$63.69,638780,$61.58,$64.41,$60.64
03/29/2021,$61.35,700959,$62.57,$64.03,$60.66
03/26/2021,$62.95,883895,$65.46,$65.7102,$61.32
03/25/2021,$65.21,1204118,$61.54,$65.605,$61.03
03/24/2021,$62.82,810189,$66.23,$67.25,$62.43
03/23/2021,$66.07,730545,$69.13,$69.73,$65.78
03/22/2021,$70.50,803812,$68.77,$71.10,$68.26
03/19/2021,$67.40,2059122,$67.86,$68.85,$65.5853
03/18/2021,$67.84,692643,$71.01,$71.7514,$67.69
03/17/2021,$72.57,461228,$70.47,$73.38,$69.50
03/16/2021,$71.97,525057,$73.40,$74.4589,$70.44
03/15/2021,$71.85,804400,$72.90,$73.21,$70.48
03/12/2021,$72.74,513180,$72.11,$72.84,$70.315
03/11/2021,$73.18,658961,$71.61,$73.64,$70.87
03/10/2021,$69.63,732294,$71.44,$73.48,$69.20
03/09/2021,$69.87,913193,$65.82,$71.50,$65.81
03/08/2021,$64.58,1191259,$69.10,$71.08,$64.30
03/05/2021,$69.00,1614160,$70.00,$70.495,$62.99
03/04/2021,$69.56,1767603,$77.0776,$77.0776,$68.07
03/03/2021,$75.48,900406,$80.61,$80.97,$75.17
03/02/2021,$80.63,722657,$83.25,$83.89,$80.32
03/01/2021,$83.78,567615,$81.14,$84.45,$81.06
02/26/2021,$79.66,1061886,$83.01,$84.49,$78.91
02/25/2021,$82.20,615189,$84.16,$86.44,$81.10
02/24/2021,$85.03,697535,$82.48,$85.4814,$80.42
02/23/2021,$81.75,1327271,$82.82,$83.00,$78.01
02/22/2021,$85.00,791623,$88.29,$89.373,$84.71
02/19/2021,$89.51,679126,$87.30,$90.40,$86.0635
02/18/2021,$86.46,749077,$84.69,$86.97,$83.00
02/17/2021,$86.70,850871,$86.71,$87.82,$84.5866
02/16/2021,$87.40,565831,$89.03,$89.36,$85.37
02/12/2021,$88.20,489166,$88.46,$89.9089,$86.70
02/11/2021,$88.34,610652,$88.95,$90.42,$86.66
02/10/2021,$87.48,941522,$90.00,$92.60,$87.0119
02/09/2021,$89.80,552629,$88.41,$91.1008,$87.66
02/08/2021,$88.41,1156421,$89.64,$90.47,$86.12
02/05/2021,$90.47,1490331,$82.50,$91.6973,$78.55
02/04/2021,$83.92,921049,$81.61,$84.8872,$79.77
02/03/2021,$80.33,568422,$79.92,$81.89,$79.45
02/02/2021,$80.52,715396,$80.78,$82.00,$79.95
02/01/2021,$79.76,543682,$78.03,$80.395,$77.2817
01/29/2021,$77.17,986375,$78.39,$80.89,$76.31
01/28/2021,$77.75,719609,$78.16,$79.29,$76.50
01/27/2021,$76.82,1005148,$79.55,$81.93,$75.03
01/26/2021,$81.14,677780,$84.29,$85.88,$80.86
01/25/2021,$84.13,696519,$81.85,$84.67,$80.285
01/22/2021,$82.07,822217,$79.81,$82.24,$79.50
01/21/2021,$80.02,559007,$83.58,$84.12,$79.49
01/20/2021,$83.44,659119,$82.59,$84.98,$82.40
01/19/2021,$82.15,538574,$80.61,$83.4543,$80.61
01/15/2021,$80.74,650627,$81.90,$84.35,$80.52
01/14/2021,$82.86,482697,$80.95,$84.12,$80.40
01/13/2021,$81.00,709501,$82.11,$84.55,$80.89
01/12/2021,$82.69,550630,$80.42,$82.93,$80.01
01/11/2021,$80.11,833221,$79.00,$81.22,$78.03
01/08/2021,$79.88,937627,$78.848,$82.25,$78.10
01/07/2021,$79.47,989674,$75.00,$79.49,$75.00
01/06/2021,$74.38,1720757,$71.62,$74.74,$70.11
01/05/2021,$72.63,1268776,$74.57,$74.57,$70.45
01/04/2021,$74.83,1164185,$76.07,$77.11,$74.52
12/31/2020,$76.73,677707,$77.81,$77.87,$75.68
12/30/2020,$77.43,693581,$78.78,$81.28,$77.2901
12/29/2020,$78.04,838114,$79.71,$79.95,$75.25
12/28/2020,$79.94,856577,$85.35,$85.78,$79.75
12/24/2020,$84.19,313138,$84.92,$86.75,$83.62
12/23/2020,$85.37,735773,$82.83,$86.11,$81.74
12/22/2020,$82.83,1037569,$82.67,$83.90,$80.82
12/21/2020,$82.03,1441766,$77.03,$82.06,$74.62
12/18/2020,$80.16,2977864,$79.97,$82.06,$79.05
12/17/2020,$79.37,873940,$76.96,$79.70,$76.89
12/16/2020,$77.63,842533,$76.92,$77.96,$74.95
12/15/2020,$76.45,888186,$75.75,$77.20,$74.8106
12/14/2020,$74.91,1186180,$74.68,$78.27,$74.68
12/11/2020,$74.06,1008109,$73.64,$75.03,$72.66
12/10/2020,$74.005,1395126,$68.49,$74.11,$68.1366
12/09/2020,$68.90,1455867,$68.66,$72.17,$67.9781
12/08/2020,$68.18,702512,$66.17,$68.34,$65.7033
12/07/2020,$65.85,793536,$65.20,$66.72,$64.35
12/04/2020,$65.29,715159,$63.93,$65.57,$63.0335
12/03/2020,$63.98,515059,$64.43,$65.00,$63.50
12/02/2020,$64.72,878227,$62.03,$65.00,$61.21
12/01/2020,$62.64,758518,$63.34,$63.94,$61.96
11/30/2020,$62.53,1512321,$63.25,$65.62,$61.92
11/27/2020,$62.99,1023713,$57.01,$63.00,$56.9474
11/25/2020,$57.02,1952457,$60.17,$60.17,$56.05
11/24/2020,$60.39,3536392,$65.50,$66.75,$58.02
11/23/2020,$68.20,1101575,$68.26,$69.5644,$66.56
11/20/2020,$68.80,719870,$68.07,$69.30,$66.8539
11/19/2020,$68.92,1178470,$69.64,$72.50,$68.38
11/18/2020,$68.36,1099250,$70.96,$72.48,$67.63
11/17/2020,$70.79,1043441,$68.46,$71.45,$67.64
11/16/2020,$69.07,779972,$70.00,$70.9029,$67.40
11/13/2020,$68.54,822919,$70.08,$70.98,$68.43
11/12/2020,$69.23,881029,$69.56,$71.6205,$68.92
11/11/2020,$69.56,726605,$68.65,$70.4799,$68.30
11/10/2020,$68.68,938207,$68.52,$69.26,$66.81
11/09/2020,$68.10,1237878,$69.38,$70.40,$67.52
11/06/2020,$66.45,578950,$66.41,$66.93,$64.54
11/05/2020,$65.97,1026313,$65.00,$66.12,$62.7611
11/04/2020,$64.34,1369564,$59.20,$64.96,$59.20
11/03/2020,$59.47,949015,$59.31,$60.29,$57.341
11/02/2020,$58.22,968368,$57.72,$58.90,$56.80
10/30/2020,$57.30,1039423,$57.13,$58.58,$55.57
10/29/2020,$58.09,1047232,$59.86,$59.87,$56.72
10/28/2020,$59.42,1172980,$60.28,$60.82,$58.12
10/27/2020,$61.69,1401228,$59.69,$62.75,$58.815
10/26/2020,$59.10,1533791,$58.25,$60.49,$57.95
10/23/2020,$58.88,1351364,$58.60,$59.035,$57.35
10/22/2020,$58.56,1667390,$57.27,$59.85,$57.01
10/21/2020,$56.72,2048278,$54.79,$58.50,$54.4213
10/20/2020,$54.74,1872955,$50.08,$54.94,$49.50
10/19/2020,$50.08,1655494,$49.18,$52.00,$48.21
10/16/2020,$49.38,1202918,$48.85,$50.70,$48.39
10/15/2020,$48.85,4025654,$48.19,$50.86,$46.11
10/14/2020,$44.46,814815,$46.27,$46.71,$44.29
10/13/2020,$46.52,645245,$46.18,$47.19,$45.65
10/12/2020,$46.39,690702,$46.67,$47.01,$45.14
10/09/2020,$46.05,992878,$48.21,$48.59,$45.79
10/08/2020,$48.01,1896527,$51.3425,$51.3425,$47.24
10/07/2020,$48.10,528315,$46.42,$48.34,$46.2079
10/06/2020,$46.405,877459,$46.97,$48.4599,$46.08
10/05/2020,$47.11,1122073,$44.19,$47.27,$44.19
10/02/2020,$43.82,1004826,$43.75,$44.70,$42.44
10/01/2020,$44.76,1004877,$43.12,$45.44,$42.97
09/30/2020,$43.06,908882,$43.64,$44.36,$42.65
09/29/2020,$43.42,818892,$43.61,$44.29,$43.22
09/28/2020,$43.68,1080335,$45.17,$45.17,$42.40
09/25/2020,$44.915,847541,$43.98,$45.10,$43.65
09/24/2020,$44.31,858906,$44.17,$45.73,$42.99
09/23/2020,$44.64,1740430,$43.51,$45.8167,$43.28
09/22/2020,$43.80,1503515,$42.25,$44.10,$41.60
09/21/2020,$41.71,1295134,$41.67,$43.56,$41.26
09/18/2020,$43.10,4042115,$46.4741,$46.4894,$41.76
09/17/2020,$45.75,2649992,$46.36,$48.95,$45.55
09/16/2020,$47.43,24010600,$40.05,$53.12,$40.05
09/15/2020,$33.80,1034405,$34.48,$34.96,$33.61
09/14/2020,$34.04,1363699,$33.86,$34.68,$33.22
09/11/2020,$33.21,1904354,$35.53,$35.66,$32.86
09/10/2020,$35.20,1269344,$36.319,$37.805,$34.90
09/09/2020,$36.14,806590,$35.77,$36.71,$35.21
09/08/2020,$35.47,1062176,$35.25,$36.80,$34.5495
09/04/2020,$36.04,1201729,$37.50,$37.98,$34.002
09/03/2020,$37.06,1061171,$39.50,$39.605,$36.75
09/02/2020,$39.83,1041293,$39.01,$40.063,$37.6601
09/01/2020,$39.00,1495021,$41.88,$42.74,$38.89
08/31/2020,$42.24,921931,$42.58,$43.64,$42.05
08/28/2020,$41.97,665284,$42.00,$43.01,$41.52
08/27/2020,$41.84,777412,$42.62,$42.67,$40.33
08/26/2020,$42.37,529949,$43.24,$43.83,$42.23
08/25/2020,$43.33,452693,$42.74,$43.63,$42.165
08/24/2020,$42.86,741159,$43.33,$43.365,$41.52
08/21/2020,$42.49,696686,$42.80,$43.3116,$42.085
08/20/2020,$43.06,967519,$44.44,$44.80,$41.98
08/19/2020,$44.97,627489,$44.83,$45.73,$43.76
08/18/2020,$44.54,1139445,$45.77,$46.4011,$43.35
08/17/2020,$45.70,1397707,$42.15,$46.54,$42.15
08/14/2020,$42.01,549646,$42.61,$42.85,$41.40
08/13/2020,$42.71,850928,$42.45,$42.91,$40.81
08/12/2020,$42.81,923005,$40.63,$43.015,$40.63
08/11/2020,$40.58,1006186,$41.17,$42.18,$40.21
08/10/2020,$40.37,708308,$40.07,$40.78,$39.61
08/07/2020,$40.23,921836,$41.50,$42.00,$39.56
08/06/2020,$41.02,1297618,$43.09,$44.39,$40.01
08/05/2020,$43.56,1207746,$44.72,$44.72,$42.67
08/04/2020,$44.12,498981,$44.00,$44.63,$43.29
08/03/2020,$44.38,625133,$43.41,$44.49,$42.88
07/31/2020,$43.07,972515,$45.55,$45.80,$42.62
07/30/2020,$45.45,560992,$43.67,$46.00,$43.27
07/29/2020,$44.30,730945,$45.77,$46.30,$44.00
07/28/2020,$45.51,805150,$48.25,$48.4899,$45.47
07/27/2020,$48.34,791791,$46.49,$48.44,$46.00
07/24/2020,$46.21,797905,$45.72,$46.82,$45.0401
07/23/2020,$46.66,844141,$48.80,$49.40,$46.32
07/22/2020,$48.60,793096,$48.75,$49.6547,$47.36
07/21/2020,$48.75,1094130,$51.75,$52.00,$48.42
07/20/2020,$51.27,1174887,$49.13,$51.54,$48.76
07/17/2020,$49.02,923994,$48.88,$49.99,$48.72
07/16/2020,$49.02,771951,$47.98,$49.31,$47.44
07/15/2020,$48.18,894857,$48.09,$48.75,$47.18
07/14/2020,$47.34,1460561,$46.11,$47.39,$45.20
07/13/2020,$46.13,1829084,$45.00,$48.97,$44.70
07/10/2020,$44.51,728018,$45.28,$45.85,$44.42
07/09/2020,$45.15,1035015,$45.30,$46.27,$44.335
07/08/2020,$45.25,762731,$44.63,$45.31,$44.25
07/07/2020,$44.24,948605,$43.69,$45.715,$43.15
07/06/2020,$43.72,816996,$44.54,$45.16,$43.49
07/02/2020,$44.20,944691,$44.62,$45.20,$43.00
07/01/2020,$44.16,1245894,$43.20,$44.80,$42.94
06/30/2020,$43.19,972326,$42.61,$43.41,$41.34
06/29/2020,$42.60,1086429,$43.28,$43.54,$42.0301
06/26/2020,$43.27,2110597,$42.00,$43.84,$41.34
06/25/2020,$42.23,1237078,$39.39,$42.39,$38.31
06/24/2020,$39.76,1343008,$41.48,$42.2125,$39.03
06/23/2020,$41.76,2065768,$40.08,$42.97,$39.83
06/22/2020,$39.83,1437974,$36.49,$40.02,$35.64
06/19/2020,$36.73,2748442,$36.91,$37.14,$35.54
06/18/2020,$36.72,949386,$35.48,$37.62,$35.24
06/17/2020,$35.51,1054158,$35.86,$36.24,$34.65
06/16/2020,$35.75,1158461,$34.20,$36.1671,$33.6175
06/15/2020,$33.22,962614,$31.81,$33.58,$31.11
06/12/2020,$32.73,1105354,$32.72,$32.79,$30.83
06/11/2020,$31.58,1482240,$34.09,$34.19,$31.29
06/10/2020,$35.01,1018679,$35.06,$35.79,$33.93
06/09/2020,$35.14,691759,$35.22,$35.91,$34.90
06/08/2020,$35.74,798078,$34.53,$35.74,$34.00
06/05/2020,$34.07,1154799,$32.93,$34.54,$31.85
06/04/2020,$32.45,1103614,$31.64,$32.97,$31.50
06/03/2020,$32.01,740099,$33.10,$33.25,$31.957
06/02/2020,$32.77,952642,$33.43,$33.5199,$31.61
06/01/2020,$33.31,1026988,$32.10,$33.65,$31.91
05/29/2020,$32.24,1636067,$33.29,$33.42,$31.56
05/28/2020,$33.09,1206286,$33.97,$34.62,$32.65
05/27/2020,$33.67,1874453,$33.71,$34.225,$31.565
05/26/2020,$33.71,1116604,$36.90,$36.9572,$33.55
05/22/2020,$35.69,587641,$35.645,$35.85,$34.80
05/21/2020,$35.84,972441,$36.57,$36.8198,$34.77
05/20/2020,$36.63,1025107,$36.87,$37.39,$36.01
05/19/2020,$36.49,1097840,$38.30,$38.96,$36.44
05/18/2020,$38.24,1403050,$36.96,$38.96,$36.6154
05/15/2020,$35.85,963027,$35.82,$36.3199,$34.41
05/14/2020,$35.60,1455804,$33.36,$36.01,$32.66
05/13/2020,$34.155,1158148,$36.41,$37.2514,$33.51
05/12/2020,$35.94,1386222,$36.42,$38.16,$35.03
05/11/2020,$36.30,1522162,$33.87,$37.285,$33.33
05/08/2020,$34.14,1767954,$36.48,$37.10,$33.30
05/07/2020,$35.13,1254090,$34.95,$35.4425,$33.77
05/06/2020,$34.23,827197,$35.71,$35.87,$34.06
05/05/2020,$35.40,1340052,$35.11,$36.33,$34.69
05/04/2020,$34.16,1030815,$31.89,$34.24,$31.72
05/01/2020,$32.56,1296511,$33.55,$34.27,$31.50
04/30/2020,$34.43,1293192,$36.18,$36.38,$34.40
04/29/2020,$36.53,929805,$38.34,$38.38,$36.36
04/28/2020,$37.26,873756,$40.00,$40.01,$37.15
04/27/2020,$39.47,671882,$39.21,$40.00,$38.92
04/24/2020,$38.89,1003158,$38.95,$39.3494,$37.70
04/23/2020,$38.45,1045478,$36.85,$39.39,$36.85
04/22/2020,$36.94,1030573,$37.94,$37.94,$36.08
04/21/2020,$36.62,1306431,$37.72,$38.6584,$36.17
04/20/2020,$38.89,1824498,$35.72,$40.02,$35.72
04/17/2020,$36.55,1258971,$35.98,$36.64,$35.0901
04/16/2020,$34.83,1819651,$35.07,$35.44,$33.05
04/15/2020,$35.33,1832484,$36.86,$37.23,$34.41
04/14/2020,$36.77,1366150,$35.90,$37.55,$35.10
04/13/2020,$34.85,1559062,$35.65,$35.74,$33.68
04/09/2020,$33.87,1436331,$32.25,$34.78,$32.17
04/08/2020,$31.51,1121132,$30.25,$31.97,$29.61
04/07/2020,$29.39,1469323,$29.15,$30.50,$28.65
04/06/2020,$28.94,1262537,$27.22,$29.07,$26.75
04/03/2020,$26.12,598818,$26.50,$27.27,$25.84
04/02/2020,$26.91,912383,$26.22,$27.61,$25.79
04/01/2020,$26.52,1005322,$28.03,$28.62,$26.19
03/31/2020,$28.77,1311335,$29.16,$29.41,$27.60
03/30/2020,$28.97,1134753,$28.45,$29.08,$27.00
03/27/2020,$28.12,1302044,$29.83,$30.15,$27.95
03/26/2020,$30.59,1641496,$29.50,$32.21,$29.50
03/25/2020,$29.22,1976149,$28.54,$30.24,$27.50
03/24/2020,$28.63,1724767,$27.51,$28.85,$26.89
03/23/2020,$25.58,2044110,$28.14,$28.96,$24.50
03/20/2020,$27.79,3558956,$27.00,$29.86,$27.00
03/19/2020,$26.00,2885113,$20.71,$27.0729,$20.412
03/18/2020,$20.56,2364198,$20.39,$22.21,$19.5101
